nct_id,brief_title,overall_status,phases,topic_id,topic_score,topic_label
NCT05529706,Community-based Brain Health Program to Address Dementia Risk,COMPLETED,,0,0.08084264078914324,"Care, Lifestyle & QoL"
NCT04701957,The Ketogenic Diet for Alzheimer's Disease,ACTIVE_NOT_RECRUITING,,3,0.13941367729705106,Neuroinflammation & Immune
NCT02638519,HP Xenon-129 fMRI of Healthy Volunteers and Participants With Alzheimer's Disease,TERMINATED,EARLY_PHASE1,2,0.15561043673574856,Amyloid/Tau Pathology
NCT05983575,A Pivotal Study of LIPUS-Brain in Patients With Early Alzheimer's Disease,ACTIVE_NOT_RECRUITING,PHASE3,5,0.09667336582422882,Other / Mixed
NCT00006187,The Safety and Efficacy of an Investigational Drug in Delaying the Progression of Alzheimer's Disease,TERMINATED,PHASE3,5,0.10105276300049543,Other / Mixed
NCT00297414,An Observational Study for Analysis of Mortality in Participants Who Participated in Previous 3 Studies of Galantamine,COMPLETED,,3,0.17382108218815484,Neuroinflammation & Immune
NCT04311736,Concurrent Aerobic Exercise and Cognitive Training to Prevent Alzheimer's in At-risk Older Adults,UNKNOWN,,0,0.06043501333629613,"Care, Lifestyle & QoL"
NCT00902499,Evolution of Memory Related Activity,UNKNOWN,,3,0.24442407688919318,Neuroinflammation & Immune
NCT01253499,Multiple Dose Study of TRx0037,COMPLETED,PHASE1,4,0.3329471173363364,Neuroinflammation & Immune
NCT04871698,On Site Sensors Monitoring Impacts of Cognitive Decline on ADLs,UNKNOWN,,0,0.062462260532146964,"Care, Lifestyle & QoL"
NCT05379348,Davos Alzheimer's Collaborative Study: Sequential Administration of Digital Testing To Screen For Cognitive Impairment Followed By Blood Based Biomarkers To Assist With Timely Detection And Accurate Diagnosis Of Alzheimer's Disease,COMPLETED,,3,0.13251872914266047,Neuroinflammation & Immune
NCT03082755,Nighttime Agitation and Restless Legs Syndrome in People With Alzheimer's Disease,RECRUITING,PHASE4,0,0.0569753292188955,"Care, Lifestyle & QoL"
NCT06304883,Long-term Extension of Phase 3 Study of ALZ- 801 in APOE4/4 Early AD Subjects,ACTIVE_NOT_RECRUITING,PHASE3,1,0.10704290513732061,Neuroinflammation & Immune
NCT01217541,Collaboration Between Department of Old Age Psychiatry and Nursing Homes,COMPLETED,,0,0.06784159034070271,"Care, Lifestyle & QoL"
NCT03454646,Comparison of Therapeutic Strategies With Cholinesterase Inhibitors (SOS TRIAL),NOT_YET_RECRUITING,PHASE4,1,0.13374233842617733,Neuroinflammation & Immune
NCT01018927,Detecting Early Myocardial Infiltration w/Amyloid & Light Chain Deposition Disease in Multiple Myeloma Subjects,TERMINATED,,2,0.07685162045785741,Amyloid/Tau Pathology
NCT01661673,"Safety, Tolerability, Pharmacokinetics of EVP-0962 and Effects of EVP-0962 on Cerebral Spinal Fluid Amyloid Concentrations in Healthy Subjects and in Subjects With Mild Cognitive Impairment or Early Alzheimer's Disease",COMPLETED,PHASE2,4,0.24138783192623925,Neuroinflammation & Immune
NCT06275243,Polymorphism of ApoE in Alzheimer's Disease: Genetic Study in Castile and Leon (Spain),COMPLETED,,0,0.03291720180714879,"Care, Lifestyle & QoL"
NCT03168997,Memantine Treatment in Alzheimer's Disease Patients,UNKNOWN,PHASE4,5,0.05633998427178592,Other / Mixed
NCT04606420,Can Lifestyle Changes Reverse Early-Stage Alzheimer's Disease,UNKNOWN,,3,0.043434956501821574,Neuroinflammation & Immune
NCT07259369,"The Effects of an App-based Acupressure on Alleviating Fatigue, Pruritus, and Sleep Quality Among Hemodialysis Patients",NOT_YET_RECRUITING,,0,0.09097678243440704,"Care, Lifestyle & QoL"
NCT05460143,Optical Neuroimaging and Cognition,RECRUITING,,2,0.1340830721707521,Amyloid/Tau Pathology
NCT03666624,Socially Isolated Older Adults Living With Dementia,COMPLETED,,0,0.1211206028366352,"Care, Lifestyle & QoL"
NCT01147679,"Study of Social Behavior and Emotion in Frontotemporal Dementia, Alzheimer's Disease and Controls",UNKNOWN,,0,0.049222164756250075,"Care, Lifestyle & QoL"
NCT01348061,"Evaluating Cerebrospinal Fluid Biomarkers in Alzheimer's, Progressive Supranuclear Palsy Subjects, and Controls",COMPLETED,,2,0.09451886245000152,Amyloid/Tau Pathology
NCT04842552,Effect of Hydralazine on Alzheimer's Disease,UNKNOWN,PHASE3,5,0.07109272988779283,Other / Mixed
NCT04390646,GnRH Therapy on Cognition in Down Syndrome,RECRUITING,PHASE2|PHASE3,0,0.051162333543759084,"Care, Lifestyle & QoL"
NCT00305903,Safety and Tolerability of Rivastigmine With Add-on Memantine in Patients With Probable Alzheimer's Disease,COMPLETED,PHASE4,4,0.12287939827611126,Neuroinflammation & Immune
NCT02018913,Blood-brain Barrier Leakage in Dementia. A Dynamic Contrast-enhanced MRI Study,UNKNOWN,,2,0.07535515088186553,Amyloid/Tau Pathology
NCT02795780,Follow up 18F-AV-1451 Scan in Confirmatory Cohort Subjects From Study 18F-AV-1451-A05,COMPLETED,PHASE2,2,0.16937484458780935,Amyloid/Tau Pathology
NCT01188070,Caregiver Stress: Interventions to Promote Health and Wellbeing,COMPLETED,,0,0.13607979817945307,"Care, Lifestyle & QoL"
NCT01605448,Mindfulness Based Stress Reduction for Adults With Mild Cognitive Impairment,COMPLETED,,3,0.24789651168300905,Neuroinflammation & Immune
NCT04320368,China Alzheimer's and Neurodegenerative Disorder Research,UNKNOWN,,3,0.10239601672407908,Neuroinflammation & Immune
NCT00855868,Ability Of ([18F]-AV-45) PET Scan to Distinguish Alzheimer's Disease Subjects From Cognitively Normal Individuals,COMPLETED,PHASE2,2,0.16824041628995828,Amyloid/Tau Pathology
NCT05220150,Discovering FFC-MRI Biomarkers of Alzheimer Disease,TERMINATED,,2,0.09448152683926228,Amyloid/Tau Pathology
NCT00031018,Prevention of Cognitive Decline in Alzheimer's Disease by Ingested Interferon Alpha,UNKNOWN,PHASE2,5,0.07539078265878696,Other / Mixed
NCT00921297,Cataract Removal and Alzheimer's Disease,COMPLETED,,0,0.09895978915998929,"Care, Lifestyle & QoL"
NCT02370524,Quantitative Evaluation of [18F]T807 as a Potential PET Radioligand for Imaging Tau in Patients With Alzheimer's Disease,COMPLETED,PHASE1,2,0.23007046223749833,Amyloid/Tau Pathology
NCT02397980,Intervention Programs for Decreasing Caregiver Burden in Caregivers of Patients With Dementia,UNKNOWN,,0,0.0882725381712506,"Care, Lifestyle & QoL"
NCT03672279,Validation of a Novel Self-Administered Cognitive Assessment Tool (CogCheck) in Patients With Mild and Major Neurocognitive Disorder Predominantly Due to Alzheimer's Disease,UNKNOWN,,3,0.08948094399018015,Neuroinflammation & Immune
NCT02522091,"Cerebral Substrates of Prospective Memory in Young and Its Disruption in Normal Aging and in Alzheimer's Disease: A Study in Anatomical MRI, Diffusion Tensor MRI and Functional MRI",UNKNOWN,,3,0.1642061883419816,Neuroinflammation & Immune
NCT04817891,Stimulation of Cingulo-opercular Alertness Network,COMPLETED,,2,0.06330972572137687,Amyloid/Tau Pathology
NCT04327778,Automate Music Therapy for the Management of Behavioral Disorders in Nursing Homes,UNKNOWN,,0,0.11315667215024348,"Care, Lifestyle & QoL"
NCT07127510,Brain NAD in Alzheimer's Disease,RECRUITING,,2,0.13812722688447085,Amyloid/Tau Pathology
NCT04585347,Single Dose Study of ALZ-801 Prototype Tablets,COMPLETED,PHASE1,4,0.16970305469403,Neuroinflammation & Immune
NCT02521818,Dietary Treatments for Cognitive Impairment in Older Adults,COMPLETED,,3,0.19459059269098408,Neuroinflammation & Immune
NCT01128725,"Truncated and Extended Forms of Amyloid Beta Peptides in Alzheimer's Disease: Genesis, Toxicity and Identification as Biological Markers",UNKNOWN,,2,0.09812716076266403,Amyloid/Tau Pathology
NCT04730440,Rehabilitation of Facial Emotion Recognition in Alzheimer's Disease,COMPLETED,,0,0.05992050683679689,"Care, Lifestyle & QoL"
NCT06843824,A Graphene Far-infrared Intervention Study of Cognitive Status in Older Adults,COMPLETED,,3,0.15541491443173006,Neuroinflammation & Immune
NCT01867359,The Genetic Characterization of Dementia,COMPLETED,,0,0.0770059013698062,"Care, Lifestyle & QoL"
NCT01322373,A Study of Alzheimer's Disease Using Magnetoencephalography (MEG) and the Synchronous Neural Interaction™ Test,UNKNOWN,,2,0.07162677666842922,Amyloid/Tau Pathology
NCT03325205,MR Guided tDCS in Alzheimer's Disease,COMPLETED,,3,0.054925412764377825,Neuroinflammation & Immune
NCT05531656,A Study to Evaluate the Safety and Efficacy of CT1812 in Early Alzheimer's Disease,ACTIVE_NOT_RECRUITING,PHASE2,5,0.4170427350180704,Other / Mixed
NCT02989402,"A Phase IV Study to Evaluate Safety, Tolerability and Effectiveness of Rivastigmine Patch 15cm2 in Patients With Severe Dementia of the Alzheimer's Type.",COMPLETED,PHASE4,5,0.10893091744603048,Other / Mixed
NCT03762902,Predicting Migraine Attacks Based on Environmental and Behavioral Changes as Detected From the Smartphone,TERMINATED,,0,0.043147926806780604,"Care, Lifestyle & QoL"
NCT07118137,Memory Deterioration in Alzheimer Disease,RECRUITING,,3,0.056082385439805,Neuroinflammation & Immune
NCT03773757,Indiana Palliative Excellence in Alzheimer's Care Efforts,COMPLETED,,0,0.11194211209917972,"Care, Lifestyle & QoL"
NCT05421728,Effectiveness of Engaging in Advance Care Planning Talks (ENACT) Group Visits in Primary Care for Older Adults With and Without Alzheimer's Disease,ACTIVE_NOT_RECRUITING,,0,0.07367046873351248,"Care, Lifestyle & QoL"
NCT01614886,"Randomized, Double-blind Study to Evaluate the Tolerability of 2 Different Titration Methods of Rivastigmine Patch in AD Patients (MMSE 10-20)",COMPLETED,PHASE3,5,0.18402595863668625,Other / Mixed
NCT04968041,KNA Proof-of-Concept,COMPLETED,,4,0.046584553352651846,Neuroinflammation & Immune
NCT06444841,Paper-Based and Smartphone-Based Memory Supports,RECRUITING,,3,0.14166598530117788,Neuroinflammation & Immune
NCT06445894,Accelerated Intermittent Theta-burst Stimulation to Modify Cognitive Function and Balance in Dementia and Memory Loss,NOT_YET_RECRUITING,,0,0.0743499609767535,"Care, Lifestyle & QoL"
NCT05514756,VINCI-AD: An Investigation of Transcutaneous Vagus Nerve Stimulation in Mild Cognitive Impairment.,COMPLETED,,3,0.1852435810015741,Neuroinflammation & Immune
NCT00739037,Study Evaluating PAZ-417 in Cerebrospinal Fluid in Subjects With Alzheimer's Disease,TERMINATED,PHASE1,4,0.1499887343747412,Neuroinflammation & Immune
NCT01172145,Treatment of Apathy in Alzheimer's Disease With Modafinil,COMPLETED,PHASE3,0,0.059316800220780355,"Care, Lifestyle & QoL"
NCT01690195,Safety and Tolerability Study Evaluating a New Treatment for Subjects With Mild to Moderate Alzheimer's Disease,TERMINATED,PHASE2,1,0.3136733093513496,Neuroinflammation & Immune
NCT01825577,Exploring the Use of Transdermal Methylphenidate to Reduce Fall Risk in Patients With Dementia.,TERMINATED,PHASE4,0,0.07161514163875357,"Care, Lifestyle & QoL"
NCT01568086,Follow-up Study to Evaluate Long-term Safety and Tolerability of Immunization With AD03 Applied During AFF005A,TERMINATED,,4,0.13257232759334991,Neuroinflammation & Immune
NCT05569083,PRedicting the EVolution of SubjectIvE Cognitive Decline to Alzheimer's Disease With Machine Learning,UNKNOWN,,3,0.17942565756886317,Neuroinflammation & Immune
NCT01823666,Predicting the Conversion From Mild Cognitive Impairment to Dementia,COMPLETED,,3,0.2875308555538957,Neuroinflammation & Immune
NCT02059356,Ammonia Levels and Cognitive Impairment,TERMINATED,,3,0.12207618945941395,Neuroinflammation & Immune
NCT05303701,GV1001 Subcutaneous for the Treatment of Moderate to Severe Alzheimer's Disease(AD),NOT_YET_RECRUITING,PHASE3,5,0.16265964762158083,Other / Mixed
NCT06223360,A Trial to Evaluate the Safety and Efficacy of Benfotiamine in Patients With Early Alzheimer's Disease (BenfoTeam),RECRUITING,PHASE2,5,0.17120741995150657,Other / Mixed
NCT03667924,Utilizing Senior Companions to Enhance Dementia Care,COMPLETED,,0,0.09158682865251801,"Care, Lifestyle & QoL"
NCT02247180,Cognitive Rehabilitation in Alzheimer's Disease,UNKNOWN,,3,0.0754293220040087,Neuroinflammation & Immune
NCT05642429,"Study of AV-1959D, an Amyloid Beta Vaccine",ACTIVE_NOT_RECRUITING,PHASE1,2,0.10322353428195852,Amyloid/Tau Pathology
NCT02005380,Usability Study of Spaced Retrieval Exercise Using Mobile Devices for Alzheimer's Disease Rehabilitation,COMPLETED,,0,0.07433985007436043,"Care, Lifestyle & QoL"
NCT01962779,"Sleep, Aging and Risk for Alzheimer's Disease",COMPLETED,,2,0.11923936526860299,Amyloid/Tau Pathology
NCT02119546,Effects of Exercise Training in Patients With Mild Cognitive Impairment and Early Alzheimer's Disease,COMPLETED,,3,0.22475931986822112,Neuroinflammation & Immune
NCT06079827,Impact of Therapeutic Plasma Exchange on RNA Biomarker Expression Levels in Alzheimer's Patients,UNKNOWN,,2,0.05330752888569321,Amyloid/Tau Pathology
NCT02462161,Study of Nasal Insulin to Fight Forgetfulness - Short-Acting Insulin Aspart,COMPLETED,PHASE1,2,0.0763622228381067,Amyloid/Tau Pathology
NCT00141661,A Safety and Tolerability Evaluation of Two 10-Week Dose Regimens of Orally-Administered PF-04494700 in Alzheimer's Patients,COMPLETED,PHASE2,1,0.202605746499203,Neuroinflammation & Immune
NCT00259454,Project COPE:Managing Dementia at Home,COMPLETED,PHASE3,0,0.07656839448690043,"Care, Lifestyle & QoL"
NCT03901105,Evaluation of Flortaucipir PET Signal and Cognitive Change in Early Alzheimer's Disease,COMPLETED,PHASE3,2,0.2074361517853758,Amyloid/Tau Pathology
NCT00599469,Far Infrared Treatment for Alzheimer's Disease,UNKNOWN,PHASE1,2,0.04498999539398715,Amyloid/Tau Pathology
NCT05466422,A Study of MK-2214 in Adults With Mild Cognitive Impairment or Mild-to-Moderate Alzheimer's Disease (MK-2214-002),COMPLETED,PHASE1,3,0.20454996986487892,Neuroinflammation & Immune
NCT07521722,DIV-AD BARCELONA: Alzheimer's Blood-Based Biomakers for a Diverse Community,NOT_YET_RECRUITING,,0,0.07145784036582431,"Care, Lifestyle & QoL"
NCT06563895,Acoramidis Transthyretin Amyloidosis Prevention Trial in the Young (ACT-EARLY) Study in Asymptomatic Carriers of a Pathogenic TTR Variant,RECRUITING,PHASE3,2,0.08400630711882551,Amyloid/Tau Pathology
NCT02518412,Transcranial Direct Current Stimulation (tDCS) as a Cognitive Enhancer for Patients With Alzheimers Disease,UNKNOWN,,3,0.06744356241192337,Neuroinflammation & Immune
NCT01066546,An Extension To The B1451006 Protocol To Evaluate The Safety and Efficacy of Dimebon In Subjects With Moderate-to-Severe Alzheimer's Disease,TERMINATED,PHASE3,1,0.17927766940577602,Neuroinflammation & Immune
NCT03840083,Sleep-dependent Learning in Aging,RECRUITING,,0,0.07001060541961265,"Care, Lifestyle & QoL"
NCT05787041,The Effect of High Fat Diet on the Pharmacokinetics of AD16 Tablets in Healthy Chinese Adult Subjects,COMPLETED,PHASE1,4,0.20622032099646906,Neuroinflammation & Immune
NCT07544953,Amyloid Monoclonal Antibody Treatment in PD Patients With Coexistent AD Pathology,NOT_YET_RECRUITING,,2,0.0952983691065134,Amyloid/Tau Pathology
NCT00988624,A Study In Healthy Volunteers To Estimate The Pharmacokinetics Of Four Modified-Release Formulations Of Dimebon (Latrepirdine),COMPLETED,PHASE1,4,0.09034100955039404,Neuroinflammation & Immune
NCT01047579,"A 12 Week, Multicenter, Open Label Evaluation of Caregiver Preference, Safety and Tolerability of Exelon® Patch (Rivastigmine Transdermal) in Patients With Alzheimer's Disease",COMPLETED,PHASE4,4,0.07184739395233751,Neuroinflammation & Immune
NCT00937846,Brain Uptake of GSK1034702: a Positron Emission Tomography (PET) Scan Study,COMPLETED,PHASE1,2,0.2968921096651732,Amyloid/Tau Pathology
NCT06824142,Feasibility and Interest of the 3D Ephemeris for Temporal Orientation in Alzheimer's: Pilot Study,RECRUITING,,0,0.08700424724133148,"Care, Lifestyle & QoL"
NCT07548073,Effect of Scene-Based Training on Cognitive Function in Patients With Alzheimer's Disease,COMPLETED,,0,0.09173428758100066,"Care, Lifestyle & QoL"
NCT06947941,A Study to Evaluate Safety and Efficacy of KarXT + KarX-EC as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-5),RECRUITING,PHASE3,5,0.20623920893960518,Other / Mixed
NCT03809351,UAB Alzheimer's Disease Center Core Cohort - Tau Imaging Substudy,RECRUITING,PHASE1,2,0.23938175553704458,Amyloid/Tau Pathology
NCT00004845,A Multicenter Trial of Rofecoxib and Naproxen in Alzheimer's Disease (NSAID Study),COMPLETED,PHASE2|PHASE3,3,0.06689868137886208,Neuroinflammation & Immune
NCT00000179,Agitation in Alzheimer's Disease,COMPLETED,PHASE3,0,0.06349015652177882,"Care, Lifestyle & QoL"
NCT00722046,Multiple IV Dose Study Of PF-04360365 In Patients With Mild To Moderate Alzheimer's Disease,COMPLETED,PHASE2,1,0.2610883119337973,Neuroinflammation & Immune
NCT03234686,Deferiprone to Delay Dementia (The 3D Study),COMPLETED,PHASE2,5,0.17108883890597648,Other / Mixed
NCT05776641,Gamma Light and Sound Stimulation to Prevent Dementia in Cognitively Normal People At Risk for Alzheimer's Disease,RECRUITING,,2,0.1193369296819924,Amyloid/Tau Pathology
NCT02709356,Medium Chain Triglycerides and Brain Metabolism in Alzheimer's Disease,COMPLETED,,2,0.09629468819746238,Amyloid/Tau Pathology
NCT03221296,Fall Prevention - Vestibular Rehabilitation,COMPLETED,,0,0.027367102077699226,"Care, Lifestyle & QoL"
NCT00010803,Ginkgo Biloba Prevention Trial in Older Individuals,COMPLETED,PHASE3,3,0.047087498919305464,Neuroinflammation & Immune
NCT04920786,"Sequential Dose-escalation Study to Assess the Safety, Tolerability and Pharmacokinetics of TB006 in Healthy Subjects",COMPLETED,PHASE1,4,0.36808365239225416,Neuroinflammation & Immune
NCT06793995,Effect of Food and Age on the Pharmacokinetics of LY03017,NOT_YET_RECRUITING,PHASE1,4,0.17413038963969196,Neuroinflammation & Immune
NCT02778438,A Validation Study of the Novel Application of Telehealth in Clinical Drug Development in Subjects With Mild Cognitive Deficits,COMPLETED,,3,0.06781835797185334,Neuroinflammation & Immune
NCT01044758,Levetiracetam and Memory Function in Amnestic Mild Cognitive Impairment (MCI),COMPLETED,PHASE2,3,0.35110452823568306,Neuroinflammation & Immune
NCT05929924,Does EVOO Induce Gene and Metabolic Changes in Healthy Subjects,ACTIVE_NOT_RECRUITING,,0,0.06525751746013192,"Care, Lifestyle & QoL"
NCT07058688,A Study of NTRX-07 in Participants With Alzheimer's Disease,RECRUITING,PHASE2,2,0.10019299951803566,Amyloid/Tau Pathology
NCT04948450,A Multidomain Intervention Program for Older People With Dementia,COMPLETED,,0,0.12282572117133239,"Care, Lifestyle & QoL"
NCT06215274,Cognitive Leisure and Preclinical Alzheimer's Disease: Exploring Neural Mechanisms,RECRUITING,,3,0.07052064804009327,Neuroinflammation & Immune
NCT00838942,Life From Vision in Alzheimer Disease,COMPLETED,,0,0.04678335167151964,"Care, Lifestyle & QoL"
NCT04031469,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Disease,SUSPENDED,,0,0.02675201790294313,"Care, Lifestyle & QoL"
NCT03075241,Z-Drugs for Sleep Disorders in Alzheimer's Disease,COMPLETED,PHASE3,0,0.04026970327195085,"Care, Lifestyle & QoL"
NCT02061878,A Study to Evaluate the Effect of Bexarotene on Beta-Amyloid and Apolipoprotein E Metabolism in Healthy Subjects,COMPLETED,PHASE1,2,0.12479580909455314,Amyloid/Tau Pathology
NCT03286608,Polyphenols and Risk of Dementia,COMPLETED,,0,0.06291681018480011,"Care, Lifestyle & QoL"
NCT06019117,Effectiveness of Probiotic K10 in Managing Health Outcomes in Parkinson and Alzheimer Disease,COMPLETED,,5,0.08913695866349555,Other / Mixed
NCT04439097,Effects of Multicomponent Physical Exercise Program and Mediterranean Diet in Alzheimer's Disease,UNKNOWN,,0,0.06325839826481384,"Care, Lifestyle & QoL"
NCT00253123,A Study of the Effectiveness and Safety of Risperidone Versus Placebo in the Treatment of Behavioral Disturbances in Patients With Dementia,COMPLETED,PHASE3,5,0.1657482222571038,Other / Mixed
NCT00777361,"Study of Uptake, Break Down and Elimination of an Investigational Drug in Healthy Volunteers",TERMINATED,PHASE1,4,0.06611546715172928,Neuroinflammation & Immune
NCT03246269,Normative Values for the German Version of the Montreal Cognitive Assessment (MoCA),COMPLETED,,3,0.06887109246360336,Neuroinflammation & Immune
NCT05943054,Striatum and Hippocampus on Different Time Scales,UNKNOWN,,2,0.0481619444987525,Amyloid/Tau Pathology
NCT01841905,Detection of Disease-Related Changes in Pre-Symptomatic Alzheimer's Disease,UNKNOWN,,0,0.08462651003641623,"Care, Lifestyle & QoL"
NCT05317910,Effect of Music Therapy on Anxiety of Caregivers of Alzheimer's Disease Patients,COMPLETED,,0,0.08988838539063529,"Care, Lifestyle & QoL"
NCT05350410,"""Healthy Actions and Lifestyles to Avoid Dementia or Hispanos y el ALTo a la Demencia Program""",COMPLETED,,0,0.07409189559502663,"Care, Lifestyle & QoL"
NCT01400542,Sleep Apnea in Early to Mid-Stage Alzheimer's Disease,TERMINATED,,0,0.08808770632024045,"Care, Lifestyle & QoL"
NCT04932473,ALFAsleep: Exploring Cognitive and Biological Correlates of Sleep Quality and Their Potential Links With Alzheimer's Disease,COMPLETED,,0,0.05432257555905834,"Care, Lifestyle & QoL"
NCT06723015,Tau PET Outcomes With Anti-amyloid Immunotherapies,ENROLLING_BY_INVITATION,PHASE2,2,0.18416294799985422,Amyloid/Tau Pathology
NCT07457125,The Effect of CB-Exo-A600 in Mild to Moderate Alzheimer's Disease,NOT_YET_RECRUITING,PHASE1|PHASE2,5,0.16022229806617483,Other / Mixed
NCT07105956,Radiolabeled TSPO Targeted Molecular Probe in Alzheimer's Disease.,NOT_YET_RECRUITING,,2,0.06343742457505881,Amyloid/Tau Pathology
NCT03682185,The Healthy Patterns Sleep Study,COMPLETED,PHASE3,0,0.11053037467010382,"Care, Lifestyle & QoL"
NCT04507815,tDCS and Cognitive Training for Mild Cognitive Impairment and Alzheimer's Dementia,UNKNOWN,,3,0.27685481395604467,Neuroinflammation & Immune
NCT03101085,S-Equol in Alzheimer's Disease 2 Trial,COMPLETED,PHASE1|PHASE2,4,0.08974828627487842,Neuroinflammation & Immune
NCT00495417,Tolerability and Safety of Subcutaneous Administration of Affitope AD01 in Mild to Moderate Alzheimer's Disease,COMPLETED,PHASE1,1,0.28956673198534705,Neuroinflammation & Immune
NCT05858515,REVERSE-Long COVID-19 With Baricitinib Study,WITHDRAWN,PHASE3,0,0.047268757033982825,"Care, Lifestyle & QoL"
NCT01369225,Open Label Extension Study Evaluating Safety and Tolerability of AAB-003 (PF-05236812) in Subject With Mild to Moderate Alzheimer's Disease,COMPLETED,PHASE1,1,0.2571290674697599,Neuroinflammation & Immune
NCT03173846,Multiregional rtfMRI Neurofeedback for the Prevention of Alzheimer's Disease (NPAD),COMPLETED,,2,0.08296829160349804,Amyloid/Tau Pathology
NCT02899403,Neurophysiological Correlates of Cognitive Tasks in Healthy Volunteers -WP3 P003,UNKNOWN,,3,0.16280153878116208,Neuroinflammation & Immune
NCT06033066,Financial Incentives and Recruitment to the APT Webstudy,COMPLETED,,0,0.06291879856759201,"Care, Lifestyle & QoL"
NCT03944460,SAD Phase I Study (First-in-human) to Investigate Contraloid Acetate,COMPLETED,PHASE1,4,0.12926764196098878,Neuroinflammation & Immune
NCT04206670,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment,COMPLETED,,3,0.22636323223896224,Neuroinflammation & Immune
NCT00939783,An Extension To The B1451027 Protocol To Evaluate The Long Term Safety And Tolerability Of Dimebon In Patients With Alzheimer's Disease,TERMINATED,PHASE3,1,0.13347230818252198,Neuroinflammation & Immune
NCT01577394,Oculomotor Testing in the Differential Diagnosis of Dementia,COMPLETED,PHASE3,0,0.045983988926809646,"Care, Lifestyle & QoL"
NCT03270137,Repetitive Transcranial Magnetic Stimulation in Patients With Alzheimer Disease,UNKNOWN,,0,0.031604749853599,"Care, Lifestyle & QoL"
NCT06017505,Integrating eSAGE With EHR Data Using Machine Learning for the Early Detection and Monitoring of Cognitive Impairment in Individuals,ENROLLING_BY_INVITATION,,3,0.09896991756045756,Neuroinflammation & Immune
NCT06649929,Nuestro Sueno: Cultural Adaptation of a Couples Intervention to Improve PAP Adherence and Sleep Health Among Latino Couples With Implications for Alzheimer's Disease Risk,RECRUITING,PHASE2,0,0.0878335011783387,"Care, Lifestyle & QoL"
NCT07347431,Large Language Model for Understanding and Monitoring Elderly Neurocognition,RECRUITING,,0,0.110467480640226,"Care, Lifestyle & QoL"
NCT00469456,Effect of Memantine on Functional Communication in Patients With Alzheimer's Disease,COMPLETED,PHASE4,5,0.026829963526856012,Other / Mixed
NCT01565356,Evaluation of PET Scan Timing Relative to AV-45 Injection Time,COMPLETED,,2,0.22788771821382844,Amyloid/Tau Pathology
NCT00751907,Cerebral and Peripheral Perfusion Pilot Study,COMPLETED,PHASE2,2,0.05161125739817062,Amyloid/Tau Pathology
NCT06826157,The Role of Advanced Electroencephalographic Data as Marker of Pathology and Prognosis in Primary Dementias,ENROLLING_BY_INVITATION,,2,0.1632707930305441,Amyloid/Tau Pathology
NCT02840045,Development of a New Neuroimaging Method Aimed to Differentiate Mnesic Abilities of Alzheimer and Depressed Patients,UNKNOWN,,3,0.021173732658424486,Neuroinflammation & Immune
NCT04567745,Automated Retinal Image Analysis System (EyeQuant) for Computation of Vascular Biomarkers,COMPLETED,PHASE1,3,0.1703509213307742,Neuroinflammation & Immune
NCT02353845,Construction of Diagnosis System for Early AD Based on Multi-Modality MRI Technology,COMPLETED,,3,0.18484025988612332,Neuroinflammation & Immune
NCT07138677,"Safty and Efficacy of MCI Network Guided TMS for Early Alzheimer's Disease: A Randomized, Double-blind Trial",RECRUITING,,5,0.1885511213864866,Other / Mixed
NCT00586430,The Impact of Lorazepam on Cognition in APOE e4 Carriers,COMPLETED,,3,0.06539281825654203,Neuroinflammation & Immune
NCT03621839,New CSF Biomarkers for Alzheimer's Disease,RECRUITING,,2,0.07674388076044344,Amyloid/Tau Pathology
NCT01397539,Single Ascending Dose Study of BIIB037 in Participants With Alzheimer's Disease,COMPLETED,PHASE1,4,0.2638691846340037,Neuroinflammation & Immune
NCT00012857,Pain Management and Behavioral Outcomes in Patients With Dementia,COMPLETED,PHASE2,0,0.0550089972597412,"Care, Lifestyle & QoL"
NCT05728736,Acute Effect of Lemborexant on CSF Amyloid-Beta and Tau,WITHDRAWN,PHASE2,2,0.1472219587233607,Amyloid/Tau Pathology
NCT03661034,"Study of Tolerability, Safety and Efficacy of Sensory Stimulation at Multiple Dose Levels to Improve Brain Function (Etude Study)",UNKNOWN,,5,0.1358381046812245,Other / Mixed
NCT06570109,Frailty Outcomes And Risk With Alzheimer's Related Dementia,ENROLLING_BY_INVITATION,,1,0.0797559831147783,Neuroinflammation & Immune
NCT04335994,ENhancing Outcomes in Cognitive Impairment Through Use of Home Sleep ApNea Testing,RECRUITING,,3,0.09199546476086752,Neuroinflammation & Immune
NCT03442322,Optimizing Care for Patients With Dementia,COMPLETED,,0,0.11087653501931238,"Care, Lifestyle & QoL"
NCT02978729,Telephone Versus Videoconference Communication for Remote Genetic Disclosure in the APOE4 Trial,COMPLETED,,4,0.02811821380089565,Neuroinflammation & Immune
NCT05606445,Surface EMG to Measure Paratonia in Dementia,UNKNOWN,,3,0.13714557871096553,Neuroinflammation & Immune
NCT06953167,Cognitive Health in Ageing Register: Investigational and Observational Trial Studies in Dementia Research (CHARIOT): Prospective Readiness Cohort (PRO) Longitudinal Study,RECRUITING,,2,0.0974424908785576,Amyloid/Tau Pathology
